iTOW,ecefX,ecefY,ecefZ,ecefXHp,ecefYHp,ecefZHp,invalidEcef,pAcc,ecefX_full_m,ecefY_full_m,ecefZ_full_m,timestamp_utc
231402000,86378186,-550316685,309595952,-23,-49,11,False,124670,863781.8576999999,-5503166.8549,3095959.5211,
231407000,86378185,-550316696,309595979,5,-47,32,False,124264,863781.8505,-5503166.9647,3095959.7932,
231412000,86378178,-550316707,309596015,-21,7,-29,False,123576,863781.7779,-5503167.069300001,3095960.1470999997,
231417000,86378170,-550316718,309596050,8,-42,25,False,122876,863781.7008,-5503167.1842,3095960.5025,
231422000,86378167,-550316722,309596077,34,19,18,False,122189,863781.6734000001,-5503167.2181,3095960.7718,
231427000,86378161,-550316734,309596114,-34,-27,-31,False,121610,863781.6065999999,-5503167.3427,3095961.1369000003,
231432000,86378151,-550316757,309596160,-50,21,46,False,120832,863781.505,-5503167.5679,3095961.6046,
231437000,86378141,-550316779,309596204,29,15,9,False,120080,863781.4129,-5503167.7885,3095962.0409,
231442000,86378133,-550316798,309596244,-5,-12,17,False,119269,863781.3295,-5503167.9812,3095962.4417,
231447000,86378125,-550316817,309596279,-13,-49,7,False,118393,863781.2487,-5503168.1749,3095962.7907000002,
231452000,86378119,-550316845,309596317,-36,14,-36,False,117645,863781.1863999999,-5503168.4486,3095963.1664,
231457000,86378114,-550316864,309596347,21,47,1,False,116903,863781.1421,-5503168.635299999,3095963.4701,
231462000,86378113,-550316881,309596368,4,-2,19,False,116175,863781.1304,-5503168.810199999,3095963.6819,
231467000,86378103,-550316909,309596413,-20,10,44,False,115489,863781.028,-5503169.089,3095964.1344,
231472000,86378100,-550316917,309596435,-24,-4,-37,False,114650,863780.9976,-5503169.1704,3095964.3463000003,
231477000,86378095,-550316936,309596452,13,47,-40,False,114114,863780.9513,-5503169.3553,3095964.516,
231482000,86378099,-550316929,309596445,-35,-28,36,False,113660,863780.9865,-5503169.2928,3095964.4536,
231487000,86378102,-550316922,309596431,22,41,32,False,113271,863781.0222,-5503169.2159,3095964.3132,
231492000,86378100,-550316925,309596439,-27,-15,-33,False,112988,863780.9973,-5503169.2515,3095964.3867,
231497000,86378092,-550316921,309596452,26,-40,-28,False,112846,863780.9226,-5503169.214,3095964.5172,
231502000,86378097,-550316917,309596440,-49,32,34,False,112876,863780.9650999999,-5503169.1668,3095964.4033999997,
231507000,86378098,-550316909,309596431,15,-47,24,False,112833,863780.9815,-5503169.0947,3095964.3124,
231512000,86378091,-550316905,309596442,15,-1,13,False,112782,863780.9115,-5503169.0501,3095964.4213,
231517000,86378093,-550316900,309596434,8,35,30,False,112929,863780.9308000001,-5503168.9965,3095964.343,
231522000,86378096,-550316883,309596416,35,-45,43,False,113121,863780.9635,-5503168.8345,3095964.1643000003,
231527000,86378096,-550316878,309596409,40,-34,-34,False,113375,863780.9639999999,-5503168.7834,3095964.0866,
231532000,86378089,-550316869,309596420,-5,4,-18,False,113896,863780.8895,-5503168.6896,3095964.1982,
231537000,86378085,-550316857,309596416,28,-48,10,False,114245,863780.8528,-5503168.5748000005,3095964.1610000003,
231542000,86378082,-550316851,309596413,38,5,-39,False,114905,863780.8237999999,-5503168.5095,3095964.1261,
231547000,86378074,-550316851,309596428,-45,-11,20,False,115648,863780.7355,-5503168.5111,3095964.2819999997,
231552000,86378068,-550316843,309596433,-27,-11,43,False,116248,863780.6773000001,-5503168.4311,3095964.3343,
231557000,86378062,-550316830,309596440,-2,-4,-23,False,116720,863780.6198,-5503168.3004,3095964.3977,
231562000,86378061,-550316826,309596439,-17,-1,13,False,117112,863780.6083,-5503168.2601,3095964.3913000003,
231567000,86378064,-550316807,309596418,21,33,7,False,117330,863780.6421,-5503168.0667,3095964.1807000004,
231572000,86378059,-550316828,309596438,19,42,-46,False,117631,863780.5919,-5503168.2758,3095964.3754,
231577000,86378060,-550316816,309596435,-22,-14,-37,False,117597,863780.5978,-5503168.161400001,3095964.3463000003,
231582000,86378060,-550316803,309596434,-17,-19,0,False,117332,863780.5983,-5503168.0319,3095964.34,
231587000,86378061,-550316797,309596426,-18,29,9,False,117103,863780.6082,-5503167.9671,3095964.2608999996,
231592000,86378064,-550316791,309596418,-43,-4,-22,False,116804,863780.6357,-5503167.9104,3095964.1778,
231597000,86378069,-550316787,309596407,18,21,-6,False,116364,863780.6917999999,-5503167.8679,3095964.0694,
231602000,86378073,-550316778,309596390,-13,50,3,False,116074,863780.7287,-5503167.775,3095963.9003,
231607000,86378074,-550316781,309596383,12,-43,15,False,116041,863780.7412,-5503167.8143,3095963.8315,
231612000,86378077,-550316788,309596380,39,40,46,False,115730,863780.7739,-5503167.876,3095963.8046,
231617000,86378080,-550316798,309596382,37,42,19,False,115767,863780.8037,-5503167.9758,3095963.8219,
231622000,86378083,-550316795,309596368,-15,-47,-28,False,115684,863780.8285,-5503167.954700001,3095963.6772000003,
231627000,86378085,-550316799,309596355,14,-35,-44,False,114956,863780.8513999999,-5503167.9935,3095963.5456,
231632000,86378083,-550316813,309596358,-30,-31,22,False,114369,863780.8269999999,-5503168.1331,3095963.5822,
231637000,86378085,-550316821,309596350,32,48,34,False,113800,863780.8532,-5503168.2052,3095963.5034,
231642000,86378083,-550316828,309596354,36,24,-27,False,112994,863780.8336,-5503168.277600001,3095963.5373,
231647000,86378082,-550316834,309596356,14,44,-43,False,112338,863780.8213999999,-5503168.3356,3095963.5557,
231652000,86378088,-550316832,309596343,-23,30,-36,False,111754,863780.8777,-5503168.317000001,3095963.4264,
231657000,86378090,-550316833,309596335,49,32,34,False,111132,863780.9049000001,-5503168.3268,3095963.3534,
231662000,86378090,-550316834,309596338,-21,-48,16,False,110450,863780.8979,-5503168.3448,3095963.3816,
231667000,86378093,-550316830,309596328,47,16,-8,False,109634,863780.9347000001,-5503168.2984,3095963.2791999998,
231672000,86378096,-550316821,309596315,29,10,-21,False,108888,863780.9628999999,-5503168.209,3095963.1478999997,
231677000,86378099,-550316813,309596302,36,0,22,False,108141,863780.9936,-5503168.13,3095963.0222,
231682000,86378106,-550316805,309596284,28,-9,-34,False,107344,863781.0628000001,-5503168.0509,3095962.8366,
231687000,86378111,-550316807,309596268,50,42,-36,False,106706,863781.115,-5503168.0658,3095962.6764,
231692000,86378118,-550316798,309596252,-19,26,-14,False,106163,863781.1781,-5503167.9774,3095962.5186,
231697000,86378122,-550316790,309596244,-23,-14,36,False,105579,863781.2176999999,-5503167.901400001,3095962.4436,
231702000,86378126,-550316787,309596240,22,40,0,False,105163,863781.2622,-5503167.866,3095962.4,
231707000,86378139,-550316782,309596222,-30,44,1,False,105050,863781.387,-5503167.8156,3095962.2201,
231712000,86378148,-550316775,309596213,7,-30,-13,False,104973,863781.4807,-5503167.753,3095962.1287,
231717000,86378156,-550316775,309596209,8,-8,5,False,104693,863781.5608000001,-5503167.7508,3095962.0905,
231722000,86378167,-550316770,309596198,42,8,-6,False,104531,863781.6742,-5503167.699200001,3095961.9794,
231727000,86378181,-550316760,309596179,-20,38,-27,False,104444,863781.8080000001,-5503167.5962,3095961.7873,
231732000,86378194,-550316755,309596160,-43,7,-6,False,104322,863781.9356999999,-5503167.5493,3095961.5994,
231737000,86378208,-550316739,309596138,-13,16,47,False,104139,863782.0787,-5503167.3884,3095961.3847,
231742000,86378216,-550316739,309596130,23,7,19,False,104199,863782.1623000001,-5503167.3893,3095961.3019,
231747000,86378223,-550316741,309596132,-48,-13,-4,False,104239,863782.2252,-5503167.4113,3095961.3196,
231752000,86378239,-550316733,309596115,-38,35,10,False,104317,863782.3862000001,-5503167.3265,3095961.151,
231757000,86378256,-550316722,309596095,-39,-35,32,False,104324,863782.5561,-5503167.223499999,3095960.9532000003,
231762000,86378270,-550316719,309596087,49,-34,-9,False,104143,863782.7049,-5503167.1934,3095960.8691000002,
231767000,86378283,-550316715,309596093,-48,43,-23,False,103925,863782.8252,-5503167.1457,3095960.9277000003,
231772000,86378290,-550316716,309596095,31,33,19,False,103673,863782.9031,-5503167.1567,3095960.9519,
231777000,86378299,-550316718,309596092,-38,42,-3,False,103480,863782.9862,-5503167.175799999,3095960.9197,
231782000,86378310,-550316713,309596083,-23,-16,-26,False,103278,863783.0976999999,-5503167.1316,3095960.8274000003,
231787000,86378317,-550316720,309596090,16,-9,21,False,103098,863783.1716,-5503167.2009000005,3095960.9021,
231792000,86378328,-550316723,309596095,-18,1,40,False,102837,863783.2782000001,-5503167.229900001,3095960.9540000004,
231797000,86378336,-550316728,309596109,-40,-19,-22,False,102647,863783.356,-5503167.2819,3095961.0878,
231802000,86378348,-550316727,309596103,0,45,15,False,102479,863783.48,-5503167.2655,3095961.0314999996,
231807000,86378361,-550316723,309596093,9,-30,13,False,102321,863783.6109,-5503167.233,3095960.9313000003,
231812000,86378370,-550316730,309596089,-13,-24,37,False,102186,863783.6987,-5503167.302399999,3095960.8937,
231817000,86378374,-550316739,309596102,-6,18,-35,False,102076,863783.7394,-5503167.3882,3095961.0165,
231822000,86378379,-550316740,309596104,-11,17,3,False,102014,863783.7889,-5503167.3983000005,3095961.0403,
231827000,86378388,-550316740,309596096,-31,-21,37,False,101979,863783.8769,-5503167.4021000005,3095960.9636999997,
231832000,86378396,-550316742,309596087,-46,10,21,False,101702,863783.9554,-5503167.419,3095960.8721000003,
231837000,86378402,-550316744,309596086,-10,37,21,False,101508,863784.019,-5503167.4363,3095960.8621,
231842000,86378408,-550316737,309596074,-6,31,-35,False,101376,863784.0793999999,-5503167.3669,3095960.7365,
231847000,86378413,-550316727,309596051,13,26,-28,False,101304,863784.1313,-5503167.267399999,3095960.5072,
231852000,86378416,-550316717,309596034,21,13,-49,False,101555,863784.1621000001,-5503167.1687,3095960.3351,
231857000,86378418,-550316708,309596015,-7,-5,-47,False,101792,863784.1793000001,-5503167.0805,3095960.1453,
231862000,86378417,-550316700,309596007,6,43,-37,False,101890,863784.1706000001,-5503166.9957,3095960.0663,
231867000,86378420,-550316690,309595993,-44,40,43,False,101983,863784.1956,-5503166.896000001,3095959.9343000003,
231872000,86378421,-550316681,309595976,7,37,26,False,102049,863784.2106999999,-5503166.806299999,3095959.7625999996,
231877000,86378422,-550316678,309595971,-45,-13,1,False,102044,863784.2154999999,-5503166.7813,3095959.7101,
231882000,86378415,-550316681,309595976,42,-14,-6,False,101992,863784.1542,-5503166.8114,3095959.7594,
231887000,86378413,-550316679,309595972,30,-28,-8,False,101836,863784.133,-5503166.7928,3095959.7192,
231892000,86378411,-550316674,309595972,0,32,32,False,101697,863784.11,-5503166.7368,3095959.7232000004,
231897000,86378410,-550316666,309595968,-20,-46,-13,False,101525,863784.098,-5503166.6646,3095959.6787,
231902000,86378413,-550316658,309595952,-24,-6,50,False,101419,863784.1276,-5503166.5806,3095959.525,
231907000,86378416,-550316652,309595949,-24,-18,11,False,101283,863784.1576,-5503166.521799999,3095959.4911,
231912000,86378419,-550316650,309595946,-36,-17,-23,False,101078,863784.1863999999,-5503166.5017,3095959.4577,
231917000,86378421,-550316650,309595936,45,8,22,False,100826,863784.2145,-5503166.4992,3095959.3622,
231922000,86378421,-550316644,309595936,-46,8,30,False,100488,863784.2054,-5503166.439200001,3095959.363,
231927000,86378421,-550316635,309595933,43,-38,37,False,100229,863784.2143,-5503166.3538,3095959.3337,
231932000,86378425,-550316625,309595921,-29,-24,36,False,100018,863784.2471,-5503166.2524,3095959.2136,
231937000,86378431,-550316616,309595914,-41,-18,-13,False,99735,863784.3059,-5503166.1618,3095959.1387,
231942000,86378435,-550316609,309595904,-35,-43,-32,False,99296,863784.3465,-5503166.0943,3095959.0368,
231947000,86378439,-550316598,309595888,-1,-15,-13,False,98913,863784.3899000001,-5503165.981500001,3095958.8787,
231952000,86378441,-550316590,309595880,-35,33,8,False,98577,863784.4065,-5503165.8967,3095958.8008,
231957000,86378441,-550316582,309595876,-37,40,-6,False,98309,863784.4063,-5503165.816000001,3095958.7594,
231962000,86378442,-550316579,309595865,22,30,-20,False,98008,863784.4222,-5503165.7870000005,3095958.648,
231967000,86378444,-550316574,309595857,-11,-48,-18,False,97670,863784.4389,-5503165.7448,3095958.5681999996,
231972000,86378445,-550316566,309595850,34,24,-15,False,97325,863784.4534,-5503165.6576000005,3095958.4985,
231977000,86378446,-550316564,309595853,46,-27,-22,False,97053,863784.4646,-5503165.6427,3095958.5278,
231982000,86378445,-550316560,309595847,-38,17,-41,False,96954,863784.4462,-5503165.5983,3095958.4659,
231987000,86378442,-550316555,309595833,21,-7,-29,False,96996,863784.4221000001,-5503165.5507,3095958.3271,
231992000,86378439,-550316549,309595827,-24,16,30,False,97095,863784.3876,-5503165.4884,3095958.273,
231997000,86378440,-550316540,309595814,-15,-28,-30,False,97119,863784.3985,-5503165.4028,3095958.137,
232002000,86378437,-550316538,309595806,26,-13,39,False,97203,863784.3726,-5503165.3813,3095958.0639,
232007000,86378435,-550316532,309595800,-23,-12,41,False,97180,863784.3476999999,-5503165.3212,3095958.0041,
232012000,86378432,-550316525,309595792,38,13,11,False,97128,863784.3237999999,-5503165.2487,3095957.9211,
232017000,86378426,-550316527,309595791,-25,23,-22,False,96983,863784.2575000001,-5503165.2677,3095957.9078,
232022000,86378421,-550316530,309595791,44,42,-20,False,96844,863784.2143999999,-5503165.2957999995,3095957.9080000003,
232027000,86378415,-550316534,309595793,-26,-4,-45,False,96536,863784.1474,-5503165.3404,3095957.9255000004,
232032000,86378412,-550316539,309595785,-28,-29,-19,False,96379,863784.1172,-5503165.392899999,3095957.8481,
232037000,86378406,-550316545,309595778,-43,49,-7,False,96326,863784.0557,-5503165.4451,3095957.7792999996,
232042000,86378399,-550316548,309595774,-34,-2,46,False,96229,863783.9866,-5503165.4802,3095957.7446000003,
232047000,86378393,-550316560,309595774,11,17,-11,False,96000,863783.9311,-5503165.5983,3095957.7389,
232052000,86378391,-550316568,309595771,-18,-35,-31,False,95834,863783.9082000001,-5503165.683499999,3095957.7069,
232057000,86378386,-550316573,309595770,6,12,43,False,95696,863783.8606,-5503165.728800001,3095957.7043000003,
232062000,86378380,-550316586,309595778,-26,-48,45,False,95363,863783.7974,-5503165.864800001,3095957.7844999996,
232067000,86378371,-550316603,309595799,14,31,-18,False,94861,863783.7113999999,-5503166.0269,3095957.9882,
232072000,86378368,-550316611,309595796,33,-36,-19,False,94441,863783.6833,-5503166.113600001,3095957.9581,
232077000,86378363,-550316630,309595799,12,-18,26,False,93810,863783.6312000001,-5503166.3018,3095957.9926,
232082000,86378356,-550316655,309595819,17,-41,-45,False,93200,863783.5617000001,-5503166.554099999,3095958.1855,
232087000,86378349,-550316672,309595826,39,-49,-15,False,92652,863783.4939,-5503166.7249,3095958.2585,
232092000,86378346,-550316681,309595826,-26,-5,38,False,92237,863783.4574,-5503166.8105,3095958.2638,
232097000,86378343,-550316682,309595811,-49,17,48,False,92030,863783.4251,-5503166.8183,3095958.1148,
232102000,86378338,-550316688,309595807,16,-49,-18,False,92017,863783.3816,-5503166.8849,3095958.0681999996,
232107000,86378337,-550316686,309595790,20,23,-26,False,91879,863783.372,-5503166.8577000005,3095957.8974,
232112000,86378333,-550316696,309595791,-49,46,-1,False,91764,863783.3250999999,-5503166.9554,3095957.9099000003,
232117000,86378331,-550316701,309595787,33,-34,13,False,91574,863783.3133,-5503167.0134,3095957.8713,
232122000,86378331,-550316703,309595784,-36,41,27,False,91472,863783.3064,-5503167.025900001,3095957.8427,
232127000,86378329,-550316711,309595782,26,-32,22,False,91510,863783.2926,-5503167.1132000005,3095957.8222,
232132000,86378330,-550316714,309595779,-13,14,6,False,91527,863783.2987,-5503167.138599999,3095957.7906,
232137000,86378328,-550316719,309595779,47,34,39,False,91534,863783.2847000001,-5503167.186600001,3095957.7939,
232142000,86378325,-550316717,309595768,30,-38,44,False,91557,863783.253,-5503167.1738,3095957.6844,
232147000,86378321,-550316722,309595771,19,13,-50,False,91540,863783.2119,-5503167.2187,3095957.705,
232152000,86378322,-550316725,309595770,1,-18,-1,False,91768,863783.2200999999,-5503167.2518,3095957.6999000004,
232157000,86378318,-550316725,309595759,-4,8,23,False,92047,863783.1796,-5503167.2492,3095957.5922999997,
232162000,86378312,-550316725,309595757,20,42,-2,False,92232,863783.122,-5503167.2458,3095957.5697999997,
232167000,86378310,-550316727,309595751,6,5,-50,False,92476,863783.1006,-5503167.2694999995,3095957.505,
232172000,86378306,-550316726,309595735,-14,23,-23,False,92763,863783.0586000001,-5503167.2577,3095957.3477000003,
232177000,86378297,-550316728,309595751,31,-34,2,False,93015,863782.9731,-5503167.2834,3095957.5102,
232182000,86378302,-550316721,309595725,-44,26,-33,False,93291,863783.0156,-5503167.2074,3095957.2467,
232187000,86378300,-550316722,309595726,-1,34,-4,False,93745,863782.9999,-5503167.2166,3095957.2596,
