rcvTow,week,leapS,numMeas,leapSec,clkReset,prMes,cpMes,doMes,gnssId,svId,sigId,freqId,locktime,cno,prStdev,cpStdev,doStdev,prValid,cpValid,halfCyc,subHalfCyc
384739.991,2401,18,33,True,False,17751662.871015985,93285627.31657192,647.893310546875,0,28,0,0,55000,42,4,0,2,False,True,True,True
384739.991,2401,18,33,True,False,18489752.909925662,97164311.87545042,609.3525390625,0,32,0,0,55000,39,4,0,2,True,True,True,True
384739.991,2401,18,33,True,False,18526279.161949575,97356244.82684931,2729.634521484375,0,31,0,0,28000,35,5,0,3,False,False,False,False
384739.991,2401,18,33,True,False,21910931.906325705,115142909.95559208,-1731.2926025390625,0,12,0,0,22000,32,6,0,5,False,False,False,False
384739.991,2401,18,33,True,False,21283830.93654411,111847283.16958863,847.8493041992188,2,29,0,0,54000,50,3,0,1,False,False,False,True
384739.991,2401,18,33,True,False,22253859.079001643,116944803.17245212,-602.931884765625,2,33,0,0,52000,41,4,0,2,False,True,True,True
384739.991,2401,18,33,True,False,23086420.435784426,121319957.82415105,-493.2113952636719,2,7,0,0,0,25,9,0,15,False,False,False,True
384739.991,2401,18,33,True,False,24286485.109715052,127626339.24617986,1891.78564453125,2,12,0,0,51000,35,5,0,3,True,True,True,True
384739.991,2401,18,33,True,False,22392691.24740072,117674386.02274752,1986.7069091796875,2,19,0,0,31000,38,5,0,3,True,True,True,True
384739.991,2401,18,33,True,False,21283831.294482976,90785137.82509747,688.177490234375,2,29,8,0,52000,51,3,0,1,False,False,False,True
384739.991,2401,18,33,True,False,24286482.565961912,103592787.0788942,1535.3388671875,2,12,8,0,49000,40,4,0,2,True,True,True,True
384739.991,2401,18,33,True,False,22392690.441340264,95514913.68658812,1612.931396484375,2,19,8,0,30240,36,5,0,3,True,True,True,True
384739.991,2401,18,33,True,False,21315462.13410769,87283263.24484344,1447.72412109375,0,1,3,0,54000,37,4,0,3,True,True,True,True
384739.991,2401,18,33,True,False,17751660.453183614,72690082.53854065,504.8642578125,0,28,3,0,54000,40,4,0,2,True,True,True,True
384739.991,2401,18,33,True,False,18489755.967413213,75712458.05859661,474.77734375,0,32,3,0,54000,44,4,0,1,False,True,True,True
384739.991,2401,18,33,True,False,18874103.678833615,77286298.75132099,-127.45191192626953,0,25,3,0,0,15,11,0,15,True,False,True,True
384739.991,2401,18,33,True,False,18526264.33603518,75861955.05594864,2130.404052734375,0,31,3,0,0,22,9,0,15,False,False,False,True
384739.991,2401,18,33,True,False,18166791.105198648,74389972.22693022,-812.81787109375,0,10,3,0,0,25,8,0,15,False,True,True,False
384749.991,2401,18,32,True,False,21311935.934197206,83632658.25917889,1383.2742919921875,0,1,7,0,21860,38,4,0,2,True,True,True,True
384749.991,2401,18,32,True,False,17750433.73554332,69656516.93164007,480.85968017578125,0,28,7,0,55000,42,3,0,2,False,True,True,True
384749.991,2401,18,32,True,False,18488592.853303753,72553198.18646011,454.3957824707031,0,32,7,0,55000,43,3,0,2,False,True,True,True
384749.991,2401,18,32,True,False,18874344.158748668,74067007.13090828,-105.88623809814453,0,25,7,0,18280,30,6,0,7,True,False,True,False
384749.991,2401,18,32,True,False,20920176.67904732,82095266.10613483,-2109.714599609375,0,23,7,0,0,21,9,0,15,False,False,False,True
384749.991,2401,18,32,True,False,21282216.415036894,83515988.51705286,633.392333984375,2,29,4,0,54000,51,3,0,1,True,False,True,True
384749.991,2401,18,32,True,False,22255007.10732807,87333421.07549153,-452.7595520019531,2,33,4,0,53000,38,4,0,3,True,True,True,True
384749.991,2401,18,32,True,False,23087375.720871847,90599821.04327138,-367.3083801269531,2,7,4,0,0,22,9,0,15,False,False,False,True
384749.991,2401,18,32,True,False,24282883.81328113,95291243.91972956,1409.820556640625,2,12,4,0,52000,36,5,0,3,False,False,False,False
384749.991,2401,18,32,True,False,22388907.900523216,87858884.95431285,1483.9432373046875,2,19,4,0,32000,39,3,0,2,True,True,True,True
384749.991,2401,18,32,True,False,23904394.41015511,93805975.61876321,2662.8662109375,2,21,4,0,2000,27,7,0,7,False,False,False,False
384749.991,2401,18,32,True,False,23496242.27157531,92204301.54673986,-1586.9725341796875,2,26,4,0,0,19,9,0,15,False,False,False,True
